student_id,target_credits,completed_credits,failure_prob
S_113,17,70,0.0182
S_114,10,113,0.0236
S_115,10,94,0.0692
S_116,13,1,0.0256
S_117,15,14,0.1429
S_118,19,29,0.0236
S_119,8,36,0.0551
S_120,15,100,0.0417
S_121,19,92,0.0346
S_122,14,17,0.054
S_123,17,64,0.0042
S_124,17,13,0.0725
S_125,13,20,0.0479
S_126,16,29,0.1316
S_127,15,108,0.0351
S_128,14,43,0.0725
S_129,19,109,0.113
S_130,14,90,0.0457
S_131,19,89,0.0382
S_132,13,96,0.0197
S_133,14,11,0.0164
S_134,14,97,0.0362
S_135,18,30,0.0231
S_136,12,118,0.0088
S_137,16,101,0.0411
S_138,16,119,0.1035
S_139,16,112,0.0224
S_140,21,43,0.1152
S_141,14,113,0.0205
S_142,21,39,0.1226
S_143,18,79,0.0353
S_144,10,98,0.0428
S_145,11,45,0.0465
S_146,18,24,0.0538
S_147,12,107,0.0186
S_148,15,12,0.0191
S_149,12,43,0.015
S_150,13,64,0.0297
S_151,14,96,0.0633
S_152,17,104,0.044
S_153,14,61,0.0188
S_154,19,68,0.0531
S_155,12,102,0.0372
S_156,17,56,0.0453
S_157,15,67,0.0057
S_158,11,2,0.0292
S_159,13,114,0.1293
S_160,14,68,0.07
S_161,18,87,0.0174
S_162,14,29,0.1073
S_163,21,78,0.0662
S_164,14,55,0.0521
S_165,15,13,0.0775
S_166,18,99,0.0176
S_167,11,100,0.0678
S_168,18,7,0.0794
S_169,13,46,0.0544
S_170,14,33,0.0068
S_171,15,61,0.0816
S_172,12,58,0.124
S_173,21,78,0.0195
S_174,15,29,0.0413
S_175,15,26,0.0907
S_176,13,86,0.0591
S_177,10,117,0.0675
S_178,18,113,0.0423
S_179,14,95,0.0899
S_180,15,8,0.0543
S_181,12,28,0.1031
S_182,17,82,0.0614
S_183,14,35,0.0347
S_184,10,47,0.0747
S_185,14,114,0.0859
S_186,17,10,0.0126
S_187,16,103,0.026
S_188,16,6,0.053
S_189,14,40,0.0256
S_190,15,66,0.0328
S_191,13,42,0.0572
S_192,18,114,0.0062
S_193,14,60,0.1204
S_194,13,88,0.0824
S_195,20,84,0.1065
S_196,18,100,0.0178
S_197,15,103,0.0386
S_198,13,55,0.0181
S_199,14,103,0.0275
S_200,12,78,0.0439
S_201,17,82,0.0573
S_202,20,20,0.0339
S_203,16,29,0.0406
S_204,19,82,0.0654
S_205,17,31,0.0144
S_206,10,58,0.0053
S_207,19,58,0.1137
S_208,14,28,0.0281
S_209,15,67,0.0816
S_210,12,67,0.0128
S_211,9,15,0.0879
S_212,13,45,0.0326
S_213,15,43,0.0976
S_214,15,67,0.0129
S_215,17,89,0.1006
S_216,15,2,0.0483
S_217,15,15,0.0937
S_218,13,36,0.0153
S_219,21,97,0.1162
S_220,20,57,0.0371
S_221,15,61,0.0204
S_222,10,49,0.0487
S_223,16,49,0.1485
S_224,11,117,0.0795
S_225,10,107,0.0387
S_226,17,87,0.0185
S_227,12,38,0.0244
S_228,13,61,0.0013
S_229,17,82,0.0044
S_230,16,47,0.0821
S_231,17,62,0.0273
S_232,20,17,0.0249
S_233,13,11,0.0854
S_234,16,20,0.0406
S_235,19,90,0.1095
S_236,12,22,0.0494
S_237,14,110,0.0035
S_238,17,44,0.0097
S_239,11,20,0.1678
S_240,15,99,0.0154
S_241,14,54,0.0208
S_242,12,46,0.0573
S_243,18,39,0.047
S_244,17,39,0.016
S_245,16,79,0.0569
S_246,17,64,0.0409
S_247,13,56,0.0496
S_248,15,53,0.0247
S_249,12,17,0.0954
S_250,17,99,0.0338
S_251,12,111,0.0589
S_252,13,96,0.0204
S_253,11,54,0.0447
S_254,15,116,0.0171
S_255,14,74,0.0146
S_256,16,92,0.1147
S_257,13,88,0.0807
S_258,12,84,0.0186
S_259,16,77,0.0156
S_260,14,25,0.081
S_261,21,35,0.0784
S_262,16,106,0.041
S_263,15,21,0.0495
S_264,18,18,0.01
S_265,18,34,0.0112
S_266,15,43,0.0655
S_267,21,66,0.1021
S_268,18,72,0.0172
S_269,11,94,0.0681
S_270,13,8,0.0852
S_271,9,24,0.0561
S_272,10,60,0.0235
S_273,21,30,0.0722
S_274,19,104,0.0581
S_275,9,76,0.0159
S_276,14,58,0.0437
S_277,13,0,0.0616
S_278,21,103,0.0217
S_279,7,55,0.1096
S_280,13,63,0.0335
S_281,13,83,0.0603
S_282,12,112,0.05
S_283,15,18,0.0706
S_284,17,8,0.0684
S_285,13,14,0.0231
S_286,14,88,0.114
S_287,12,15,0.0464
S_288,12,60,0.0463
S_289,16,84,0.0104
S_290,16,85,0.0046
S_291,9,48,0.0385
S_292,12,83,0.058
S_293,14,114,0.039
S_294,13,3,0.011
S_295,14,80,0.0155
S_296,7,62,0.0385
S_297,18,25,0.0628
S_298,14,36,0.0348
S_299,21,100,0.0863
S_300,16,70,0.0269
S_301,16,1,0.0796
S_302,12,115,0.0516
S_303,13,79,0.0623
S_304,17,53,0.0825
S_305,14,85,0.0182
S_306,12,24,0.0529
S_307,20,31,0.0533
S_308,16,18,0.0275
S_309,17,47,0.0801
S_310,14,108,0.0352
S_311,18,46,0.0501
S_312,13,34,0.0599
S_313,18,84,0.0222
S_314,13,104,0.0072
S_315,19,29,0.013
S_316,18,96,0.0477
S_317,13,36,0.049
S_318,21,29,0.036
S_319,15,56,0.041
S_320,20,8,0.0694
S_321,11,103,0.0646
S_322,17,104,0.0018
S_323,16,81,0.0204
S_324,13,36,0.0355
S_325,17,20,0.005
S_326,18,83,0.074
S_327,16,12,0.0308
S_328,16,49,0.0662
S_329,15,10,0.0731
S_330,16,51,0.0212
S_331,17,16,0.0909
S_332,17,3,0.0973
S_333,16,53,0.0301
S_334,13,68,0.0985
S_335,18,52,0.1373
S_336,16,21,0.0672
S_337,16,9,0.0381
S_338,14,15,0.0393
S_339,17,87,0.0438
S_340,8,1,0.0197
S_341,14,103,0.1756
S_342,13,100,0.0276
S_343,13,105,0.015
S_344,14,105,0.0619
S_345,11,80,0.0721
S_346,13,101,0.0156
S_347,11,87,0.1045
S_348,16,36,0.0326
S_349,17,90,0.0308
S_350,18,73,0.0467
S_351,16,3,0.0582
S_352,13,94,0.0811
S_353,11,104,0.0315
S_354,13,62,0.0234
S_355,14,58,0.1025
S_356,13,51,0.0423
S_357,21,86,0.0125
S_358,17,25,0.0144
S_359,16,92,0.0377
S_360,15,35,0.0609
S_361,13,31,0.0311
S_362,15,97,0.0333
S_363,17,20,0.1035
S_364,17,103,0.0753
S_365,15,117,0.0199
S_366,17,38,0.0624
S_367,13,111,0.0302
S_368,10,67,0.0637
S_369,18,31,0.0213
S_370,13,54,0.002
S_371,13,96,0.0101
S_372,12,79,0.0203
S_373,15,59,0.0145
S_374,13,30,0.012
S_375,19,87,0.1525
S_376,19,37,0.01
S_377,16,39,0.0566
S_378,12,89,0.0284
S_379,20,67,0.0382
S_380,18,22,0.0584
S_381,13,82,0.0332
S_382,16,30,0.1067
S_383,15,91,0.008
S_384,16,57,0.0668
S_385,15,71,0.0035
S_386,15,72,0.0105
S_387,21,17,0.0608
S_388,16,78,0.0595
S_389,13,104,0.1518
S_390,13,106,0.0111
S_391,20,82,0.0362
S_392,14,116,0.064
S_393,12,71,0.0102
S_394,15,30,0.035
S_395,14,79,0.0084
S_396,19,109,0.0159
S_397,19,43,0.0376
S_398,14,31,0.0625
S_399,17,115,0.0223
S_400,14,91,0.0187
S_401,12,5,0.0213
S_402,20,67,0.0178
S_403,21,28,0.0154
S_404,16,34,0.0365
S_405,13,10,0.0365
S_406,12,27,0.029
S_407,17,60,0.1071
S_408,19,9,0.0645
S_409,15,106,0.0048
S_410,18,93,0.0312
S_411,14,45,0.0913
S_412,13,15,0.016
S_413,16,119,0.0106
S_414,9,67,0.0357
S_415,13,50,0.0918
S_416,17,23,0.0304
S_417,8,24,0.0148
S_418,11,95,0.015
S_419,14,62,0.0378
S_420,11,118,0.0496
S_421,13,114,0.0591
S_422,9,24,0.1511
S_423,17,119,0.0206
S_424,18,118,0.008
S_425,10,95,0.1262
S_426,16,46,0.0108
S_427,14,26,0.0581
S_428,16,12,0.0966
S_429,19,6,0.0118
S_430,11,98,0.0909
S_431,19,113,0.0123
S_432,20,92,0.0177
S_433,10,91,0.0287
S_434,18,49,0.0597
S_435,12,76,0.0757
S_436,17,80,0.0313
S_437,13,30,0.0608
S_438,13,88,0.0354
S_439,13,17,0.087
S_440,12,35,0.0966
S_441,17,70,0.0874
S_442,16,64,0.0233
S_443,16,84,0.042
S_444,14,69,0.0553
S_445,14,5,0.0154
S_446,16,117,0.0477
S_447,12,91,0.0448
S_448,13,105,0.011
S_449,18,96,0.0112
S_450,16,25,0.0348
S_451,18,111,0.062
S_452,7,118,0.0335
S_453,19,9,0.0506
S_454,18,19,0.0417
S_455,18,118,0.021
S_456,10,35,0.002
S_457,13,98,0.0256
S_458,14,8,0.0629
S_459,15,87,0.0401
S_460,20,84,0.0125
S_461,16,112,0.0655
S_462,18,87,0.0295
S_463,19,4,0.0277
S_464,17,54,0.0774
S_465,16,41,0.003
S_466,19,68,0.0744
S_467,10,51,0.0322
S_468,17,33,0.0446
S_469,19,79,0.0758
S_470,15,37,0.0166
S_471,17,102,0.035
S_472,18,38,0.0464
S_473,14,61,0.0319
S_474,21,99,0.1437
S_475,11,98,0.0241
S_476,9,70,0.0738
S_477,17,45,0.0431
S_478,13,66,0.0286
S_479,15,101,0.0044
S_480,16,26,0.0304
S_481,16,14,0.0753
S_482,11,69,0.0161
S_483,13,68,0.0513
S_484,18,35,0.1223
S_485,13,52,0.0356
S_486,14,10,0.0261
S_487,13,15,0.0542
S_488,16,99,0.0473
S_489,13,55,0.0647
S_490,20,11,0.1493
S_491,12,115,0.0634
S_492,10,25,0.0147
S_493,11,38,0.0247
S_494,18,116,0.0577
S_495,11,21,0.0388
S_496,11,116,0.0336
S_497,17,86,0.0787
S_498,20,51,0.0103
S_499,21,71,0.0591
S_500,14,60,0.0577
S_501,5,96,0.1098
S_502,14,7,0.0673
S_503,18,97,0.1463
S_504,11,116,0.0557
S_505,13,51,0.0313
S_506,16,22,0.0315
S_507,18,13,0.0806
S_508,12,41,0.0647
S_509,18,15,0.0249
S_510,17,27,0.0134
S_511,14,78,0.024
S_512,17,49,0.0084
S_513,18,108,0.0476
S_514,20,55,0.0732
S_515,19,18,0.0525
S_516,11,16,0.0564
S_517,16,83,0.0173
S_518,15,76,0.0636
S_519,16,84,0.0724
S_520,15,40,0.0611
S_521,15,109,0.0112
S_522,15,13,0.0062
S_523,13,3,0.0603
S_524,15,89,0.0326
S_525,17,81,0.0051
S_526,14,59,0.0945
S_527,13,5,0.0246
S_528,15,13,0.0256
S_529,16,23,0.0597
S_530,13,76,0.0285
S_531,13,79,0.0188
S_532,11,81,0.0054
S_533,16,96,0.023
S_534,14,2,0.0389
S_535,19,77,0.0451
S_536,16,30,0.0578
S_537,17,68,0.0495
S_538,15,88,0.013
S_539,17,86,0.0023
S_540,10,34,0.0214
S_541,15,42,0.0184
S_542,14,110,0.0611
S_543,18,101,0.0133
S_544,11,30,0.021
S_545,15,70,0.0343
S_546,19,12,0.0356
S_547,14,78,0.0837
S_548,14,74,0.0306
S_549,16,31,0.0449
S_550,14,50,0.0261
S_551,16,93,0.05
S_552,18,30,0.0465
S_553,16,92,0.0143
S_554,15,37,0.092
S_555,17,100,0.0172
S_556,19,3,0.0569
S_557,13,30,0.0138
S_558,20,21,0.0121
S_559,13,106,0.0606
S_560,16,51,0.0536
S_561,16,65,0.1009
S_562,16,29,0.0457
S_563,10,15,0.0249
S_564,11,71,0.0056
S_565,14,33,0.0383
S_566,13,111,0.0276
S_567,16,57,0.0299
S_568,18,16,0.0194
S_569,9,2,0.0569
S_570,11,27,0.0441
S_571,13,38,0.0169
S_572,11,24,0.0354
S_573,14,43,0.0643
S_574,12,105,0.0359
S_575,16,5,0.1058
S_576,21,96,0.0702
S_577,12,51,0.0551
S_578,18,108,0.0283
S_579,21,80,0.0421
S_580,13,19,0.0496
S_581,21,115,0.102
S_582,12,18,0.0057
S_583,18,40,0.0357
S_584,12,117,0.0017
S_585,9,25,0.0361
S_586,18,75,0.0212
S_587,16,117,0.0426
S_588,14,82,0.0306
S_589,10,79,0.0397
S_590,19,74,0.0196
S_591,18,66,0.0435
S_592,9,113,0.1501
S_593,15,65,0.0183
S_594,16,79,0.1237
S_595,11,88,0.0921
S_596,18,63,0.0101
S_597,21,106,0.0013
S_598,18,2,0.0431
S_599,20,47,0.1293
S_600,17,73,0.0254
S_601,11,2,0.0699
S_602,17,112,0.1186
S_603,11,99,0.0142
S_604,13,26,0.0131
S_605,14,39,0.0285
S_606,13,81,0.0175
S_607,12,40,0.0513
S_608,14,102,0.0362
S_609,14,29,0.0228
S_610,18,98,0.1263
S_611,16,55,0.0133
S_612,17,54,0.0891
S_613,14,20,0.1102
S_614,17,118,0.0248
S_615,9,41,0.0848
S_616,11,24,0.0197
S_617,18,3,0.029
S_618,13,59,0.0626
S_619,15,3,0.0213
S_620,7,54,0.0977
S_621,13,108,0.1178
S_622,11,59,0.0587
S_623,12,5,0.1054
S_624,15,31,0.0251
S_625,15,5,0.0773
S_626,14,105,0.0154
S_627,17,28,0.0122
S_628,13,7,0.0736
S_629,14,115,0.019
S_630,11,58,0.0407
S_631,18,48,0.0548
S_632,12,111,0.0494
S_633,10,63,0.0258
S_634,11,33,0.0324
S_635,15,95,0.0718
S_636,14,32,0.0923
S_637,14,53,0.0738
S_638,18,96,0.0025
S_639,12,111,0.114
S_640,16,72,0.0414
S_641,15,60,0.0585
S_642,16,9,0.0252
S_643,15,74,0.0079
S_644,12,39,0.0315
S_645,8,61,0.0147
S_646,17,89,0.0636
S_647,14,76,0.0267
S_648,15,11,0.0223
S_649,14,47,0.0084
S_650,10,23,0.0763
S_651,15,18,0.0062
S_652,15,26,0.0457
S_653,14,110,0.1063
S_654,20,85,0.0348
S_655,15,108,0.0737
S_656,14,60,0.0026
S_657,14,0,0.0844
S_658,11,4,0.0284
S_659,15,17,0.0729
S_660,15,93,0.0713
S_661,13,24,0.0316
S_662,17,12,0.137
S_663,16,103,0.1295
S_664,14,27,0.0114
S_665,17,60,0.0616
S_666,13,40,0.013
S_667,17,107,0.0172
S_668,13,84,0.0425
S_669,19,54,0.0138
S_670,13,103,0.047
S_671,14,87,0.0929
S_672,12,97,0.0806
S_673,16,117,0.0325
S_674,11,24,0.0056
S_675,14,24,0.0192
S_676,10,66,0.057
S_677,16,63,0.0344
S_678,16,104,0.0913
S_679,15,18,0.0356
S_680,13,51,0.0867
S_681,17,63,0.0671
S_682,12,55,0.0009
S_683,12,8,0.013
S_684,17,17,0.0219
S_685,16,18,0.0273
S_686,16,71,0.0403
S_687,21,51,0.0385
S_688,15,21,0.0562
S_689,13,88,0.0171
S_690,14,96,0.0185
S_691,8,25,0.0327
S_692,16,86,0.0684
S_693,19,7,0.0405
S_694,13,102,0.0266
S_695,18,115,0.0242
S_696,12,18,0.0298
S_697,12,94,0.0391
S_698,12,11,0.0104
S_699,10,115,0.0387
S_700,19,54,0.033
S_701,16,64,0.0219
S_702,16,91,0.055
S_703,12,29,0.0322
S_704,17,47,0.0189
S_705,13,8,0.0962
S_706,13,73,0.1199
S_707,18,95,0.0465
S_708,12,102,0.0465
S_709,12,64,0.1316
S_710,11,91,0.0457
S_711,14,17,0.0091
S_712,21,89,0.0224
S_713,14,0,0.0795
S_714,11,23,0.0239
S_715,13,76,0.0194
S_716,13,38,0.0376
S_717,15,49,0.0203
S_718,16,99,0.0419
S_719,8,68,0.0344
S_720,11,47,0.0287
S_721,11,55,0.0256
S_722,18,101,0.063
S_723,11,58,0.0752
S_724,15,105,0.0233
S_725,16,29,0.0256
S_726,13,64,0.238
S_727,7,44,0.0183
S_728,18,70,0.0134
S_729,18,69,0.0549
S_730,14,68,0.0537
S_731,12,63,0.0123
S_732,20,54,0.0197
S_733,12,109,0.0028
S_734,17,32,0.0465
S_735,10,52,0.0281
S_736,16,25,0.0272
S_737,11,39,0.1022
S_738,16,29,0.0865
S_739,15,80,0.0677
S_740,13,84,0.0342
S_741,13,33,0.0963
S_742,18,118,0.0581
S_743,14,34,0.0655
S_744,16,99,0.0118
S_745,21,35,0.0072
S_746,11,49,0.0654
S_747,12,79,0.0666
S_748,10,66,0.061
S_749,9,60,0.0255
S_750,20,95,0.1262
S_751,13,84,0.0297
S_752,7,109,0.0258
S_753,14,27,0.0422
S_754,13,1,0.0824
S_755,11,119,0.0768
S_756,13,34,0.0403
S_757,15,5,0.0443
S_758,13,29,0.0643
S_759,17,80,0.0229
S_760,14,70,0.033
S_761,15,24,0.0744
S_762,14,22,0.0351
S_763,11,53,0.0167
S_764,11,1,0.1747
S_765,15,0,0.0241
S_766,12,74,0.0423
S_767,16,39,0.0948
S_768,13,2,0.122
S_769,12,55,0.0645
S_770,15,112,0.0027
S_771,15,30,0.0421
S_772,10,30,0.0735
S_773,9,56,0.0705
S_774,16,17,0.0112
S_775,12,76,0.0115
S_776,15,100,0.0592
S_777,15,23,0.0261
S_778,18,79,0.0286
S_779,19,106,0.0036
S_780,11,108,0.0229
S_781,14,66,0.0511
S_782,14,18,0.0917
S_783,19,79,0.0196
S_784,10,88,0.0394
S_785,19,90,0.0848
S_786,16,112,0.0844
S_787,13,73,0.05
S_788,17,55,0.0219
S_789,13,60,0.0856
S_790,10,38,0.0353
S_791,15,6,0.0052
S_792,14,86,0.0636
S_793,13,2,0.1017
S_794,12,7,0.067
S_795,16,40,0.0916
S_796,14,111,0.0305
S_797,13,57,0.0278
S_798,13,25,0.0905
S_799,13,107,0.0299
S_800,13,68,0.0231
S_801,13,44,0.0465
S_802,17,85,0.0475
S_803,13,52,0.0282
S_804,15,87,0.0107
S_805,13,26,0.0354
S_806,9,18,0.0586
S_807,15,55,0.0574
S_808,12,38,0.0231
S_809,17,72,0.0428
S_810,19,94,0.0572
S_811,13,108,0.0416
S_812,17,91,0.0138
S_813,13,41,0.0501
S_814,14,87,0.0442
S_815,16,63,0.0315
S_816,9,108,0.0587
S_817,9,84,0.0708
S_818,15,18,0.1776
S_819,7,9,0.0344
S_820,18,65,0.0384
S_821,19,43,0.0326
S_822,16,20,0.0958
S_823,14,95,0.0278
S_824,18,45,0.0481
S_825,13,10,0.0534
S_826,13,31,0.0822
S_827,14,81,0.0462
S_828,12,77,0.0093
S_829,18,31,0.0594
S_830,18,40,0.0442
S_831,12,5,0.0388
S_832,12,114,0.0314
S_833,13,39,0.0513
S_834,18,111,0.0592
S_835,13,97,0.0711
S_836,15,40,0.0557
S_837,11,83,0.0147
S_838,19,56,0.0552
S_839,11,117,0.0601
S_840,13,76,0.0472
S_841,9,62,0.0817
S_842,18,76,0.1028
S_843,14,26,0.1609
S_844,20,36,0.0692
S_845,12,85,0.0476
S_846,18,10,0.044
S_847,16,36,0.0751
S_848,12,74,0.0887
S_849,13,119,0.0338
S_850,16,111,0.0355
S_851,14,99,0.0932
S_852,12,60,0.0625
S_853,20,96,0.0158
S_854,15,67,0.0539
S_855,13,55,0.0415
S_856,11,26,0.015
S_857,13,114,0.0069
S_858,8,71,0.0062
S_859,15,81,0.0441
S_860,17,16,0.018
S_861,19,51,0.024
S_862,13,115,0.0544
S_863,16,90,0.01
S_864,13,105,0.0436
S_865,9,47,0.1253
S_866,8,7,0.063
S_867,14,42,0.0683
S_868,8,45,0.1008
S_869,14,36,0.0465
S_870,13,63,0.0067
S_871,9,23,0.0405
S_872,6,112,0.0071
S_873,12,108,0.0181
S_874,19,31,0.0686
S_875,15,78,0.1182
S_876,12,60,0.0242
S_877,12,30,0.0542
S_878,15,107,0.0646
S_879,15,27,0.0558
S_880,16,74,0.0507
S_881,20,40,0.0253
S_882,18,99,0.0338
S_883,18,74,0.0214
S_884,14,99,0.0289
S_885,8,41,0.0717
S_886,8,1,0.0562
S_887,16,26,0.0225
S_888,13,97,0.0345
S_889,19,38,0.0659
S_890,19,38,0.0474
S_891,15,53,0.0152
S_892,13,32,0.0808
S_893,12,96,0.0403
S_894,19,38,0.0218
S_895,15,72,0.0268
S_896,12,54,0.0398
S_897,14,34,0.0256
S_898,14,31,0.0447
S_899,20,60,0.0477
S_900,15,25,0.0799
S_901,15,41,0.0165
S_902,10,4,0.0647
S_903,16,94,0.0714
S_904,15,5,0.0867
S_905,16,104,0.097
S_906,15,5,0.042
S_907,13,101,0.1005
S_908,15,77,0.0498
S_909,12,60,0.0566
S_910,15,17,0.0829
S_911,18,30,0.043
S_912,17,82,0.1527
S_913,14,61,0.0942
S_914,14,61,0.0459
S_915,16,15,0.0337
S_916,16,57,0.0542
S_917,14,70,0.0321
S_918,13,14,0.002
S_919,12,116,0.0198
S_920,12,99,0.0289
S_921,14,38,0.0243
S_922,16,67,0.0565
S_923,9,67,0.0635
S_924,17,12,0.0224
S_925,11,52,0.0289
S_926,12,24,0.0116
S_927,14,39,0.0087
S_928,16,113,0.0083
S_929,19,66,0.0168
S_930,13,8,0.0541
S_931,18,80,0.051
S_932,13,119,0.126
S_933,18,20,0.1529
S_934,14,81,0.1611
S_935,10,98,0.0492
S_936,12,101,0.0619
S_937,15,84,0.0448
S_938,14,109,0.063
S_939,11,3,0.0275
S_940,11,7,0.043
S_941,17,16,0.0744
S_942,8,5,0.0645
S_943,16,14,0.0106
S_944,11,98,0.0349
S_945,20,107,0.0537
S_946,8,40,0.0435
S_947,8,114,0.0577
S_948,13,50,0.0208
S_949,18,20,0.0341
S_950,21,81,0.0215
S_951,17,50,0.016
S_952,15,2,0.0527
S_953,12,115,0.0262
S_954,12,71,0.1034
S_955,13,73,0.0754
S_956,13,117,0.0275
S_957,14,100,0.0111
S_958,15,43,0.0051
S_959,13,5,0.0423
S_960,15,26,0.0537
S_961,16,42,0.0112
S_962,11,115,0.1532
S_963,11,106,0.0467
S_964,18,2,0.0714
S_965,15,118,0.0639
S_966,14,30,0.0179
S_967,10,93,0.0236
S_968,17,13,0.0205
S_969,14,26,0.1325
S_970,19,60,0.1065
S_971,15,84,0.0548
S_972,14,41,0.0787
S_973,13,104,0.0546
S_974,19,112,0.0193
S_975,17,14,0.0316
S_976,15,86,0.0633
S_977,17,15,0.2131
S_978,16,40,0.1659
S_979,9,98,0.0096
S_980,17,40,0.0205
S_981,17,108,0.0249
S_982,11,49,0.0645
S_983,16,37,0.0968
S_984,12,118,0.0205
S_985,13,52,0.0273
S_986,15,88,0.0451
S_987,15,71,0.081
S_988,14,24,0.0633
S_989,10,60,0.0446
S_990,15,9,0.0643
S_991,20,85,0.0285
S_992,15,62,0.0886
S_993,14,14,0.2044
S_994,17,92,0.1194
S_995,15,96,0.0233
S_996,13,88,0.1195
S_997,17,39,0.1063
S_998,15,86,0.0077
S_999,16,69,0.0727
S_1000,14,65,0.0697
S_1001,14,77,0.0462
S_1002,17,75,0.0818
S_1003,13,95,0.0864
S_1004,21,118,0.0665
S_1005,13,87,0.0867
S_1006,13,53,0.0317
S_1007,18,55,0.0355
S_1008,14,3,0.0237
S_1009,16,19,0.0648
S_1010,19,27,0.0882
S_1011,16,118,0.0253
S_1012,16,91,0.0803
S_1013,13,16,0.0748
S_1014,12,59,0.0676
S_1015,10,25,0.0386
S_1016,12,35,0.015
S_1017,13,72,0.0336
S_1018,12,71,0.0462
S_1019,14,104,0.1499
S_1020,13,19,0.0499
S_1021,17,59,0.1366
S_1022,11,71,0.0575
S_1023,17,111,0.0539
S_1024,17,61,0.061
S_1025,12,40,0.0511
S_1026,11,35,0.0842
S_1027,16,25,0.0639
S_1028,16,115,0.0721
S_1029,12,72,0.0146
S_1030,11,36,0.0984
S_1031,13,89,0.0561
S_1032,5,34,0.061
S_1033,16,60,0.034
S_1034,13,3,0.0118
S_1035,15,101,0.1257
S_1036,20,114,0.0882
S_1037,13,103,0.0076
S_1038,17,20,0.0594
S_1039,14,99,0.0873
S_1040,13,41,0.0558
S_1041,19,112,0.0448
S_1042,13,35,0.0718
S_1043,16,10,0.0305
S_1044,15,102,0.0278
S_1045,16,13,0.0557
S_1046,16,64,0.1342
S_1047,16,45,0.0566
S_1048,13,90,0.0183
S_1049,13,89,0.0182
S_1050,15,93,0.0326
S_1051,9,7,0.023
S_1052,16,103,0.0188
S_1053,13,55,0.0984
S_1054,18,26,0.0753
S_1055,9,35,0.0398
S_1056,16,108,0.0413
S_1057,15,0,0.0429
S_1058,15,96,0.0464
S_1059,18,110,0.0244
S_1060,15,30,0.1194
S_1061,15,98,0.0872
S_1062,11,19,0.0512
S_1063,15,1,0.0449
S_1064,14,72,0.0507
S_1065,14,77,0.0116
S_1066,10,18,0.1177
S_1067,20,61,0.036
S_1068,12,46,0.0455
S_1069,14,9,0.0225
S_1070,10,60,0.0577
S_1071,10,70,0.0308
S_1072,10,26,0.0431
S_1073,19,88,0.0468
S_1074,10,8,0.0435
